date,recession,equal_weight,pca_pc1,ledoit_wolf_minvar
1926-11-29,False,0.1504514608168207,-0.06062876772022358,1.877055173376128
1926-11-30,False,0.1989578190554696,-0.04819423396976098,1.9562250432847288
1926-12-01,False,0.2745448433035594,0.02997439133751677,1.8639718324042414
1926-12-02,False,0.2104986904440708,-0.04872062011080126,1.9858933361984947
1926-12-03,False,0.2380216704082511,-0.022110790012479842,1.9989259716157093
1926-12-04,False,0.1908852128091993,-0.0876173805934739,1.9993458412033458
1926-12-06,False,0.4001926649819089,0.1344602882373347,2.010091911551772
1926-12-07,False,0.3303463364479052,0.05643432771092172,2.1094583303451633
1926-12-08,False,0.5258036367004684,0.28373981028651735,2.0548154928250173
1926-12-09,False,0.4970009876805144,0.2415926930724302,2.0530321852448776
1926-12-10,False,0.4480003603478426,0.18050231661808777,2.0411239444777056
1926-12-11,False,0.36364180073173,0.0736219062665591,2.0213341766014046
1926-12-13,False,0.435554996986272,0.17184943907800518,2.003958716237835
1926-12-14,False,0.5011969569232898,0.2541596259039947,2.039064005895222
1926-12-15,False,0.5668723558822181,0.3243015214323696,2.0762095341974476
1926-12-16,False,0.5076984161935518,0.21370109282727912,2.091565366703766
1926-12-17,False,0.4427850738511045,0.10881615232660799,2.111358718599806
1926-12-18,False,0.4838486833322259,0.12992295704404538,2.3148189230453067
1926-12-20,False,0.3143307548097384,-0.07562639864108366,2.2564352806101073
1926-12-21,False,0.2871388088110715,-0.11317619710419355,2.2606566603593787
1926-12-22,False,0.2389812744982964,-0.1995951935692262,2.2552316214790187
1926-12-23,False,0.324894655803584,-0.14361717459909573,2.2605866963381835
1926-12-24,False,0.2774500329375944,-0.21006305240278425,2.255276890360422
1926-12-27,False,-0.0730923970446525,-0.6347466251924788,2.274256225042587
1926-12-28,False,-0.3919547304447942,-1.0833833704079787,2.5469170150562497
1926-12-29,False,-0.5424159206668958,-1.2820639699453187,2.5130133324225414
1926-12-30,False,0.1296367796712842,-0.4844312950074707,2.591590066937666
1926-12-31,False,0.1535224183983528,-0.5231998928284165,2.74465751639752
1927-01-03,False,0.1517500841935755,-0.5130253676141884,2.735540127352904
1927-01-04,False,-0.537898430900715,-1.4402363343225717,2.996461123964047
1927-01-05,False,-0.3372702054728015,-1.1929666353133486,2.8892420791178557
1927-01-06,False,-0.2019568618101628,-1.0544258824269064,3.023027496647583
1927-01-07,False,-0.4936299012330808,-1.3983647638222259,3.066329178603467
1927-01-08,False,-0.7932677639269865,-1.7491847895377097,3.062307287417792
1927-01-10,False,-1.3988173141316786,-2.4803276028544294,3.145772356267695
1927-01-11,False,-1.2634521430782062,-2.3296464283385645,2.931617427857859
1927-01-12,False,-1.0760536818730857,-2.119559957309994,2.906170528439307
1927-01-13,False,-1.377555375758163,-2.467365455755233,3.03943228902506
1927-01-14,False,-1.585665648682244,-2.7114490229659505,3.0994332406491254
1927-01-15,False,-1.614075827516892,-2.716087192576308,3.1479212177397016
1927-01-17,False,-0.8899633648290377,-1.8909195585950889,2.937037647636556
1927-01-18,False,-0.6133771194978462,-1.5529975129448481,2.884835630328833
1927-01-19,False,-0.4809466443748785,-1.3665731250260462,2.8502880502114265
1927-01-20,False,-0.7523803898450159,-1.6701155146716435,2.6676533524088595
1927-01-21,False,-0.6565705049856202,-1.5569472638855726,2.719884854793742
1927-01-22,False,-0.6055391311390382,-1.5185761919021359,2.7981027591882492
1927-01-24,False,-0.2811600994693354,-1.1324578425611525,2.773891439199256
1927-01-25,False,-0.4141490481263274,-1.2072853355488566,2.6416434334165833
1927-01-26,False,-0.7068577056158574,-1.547226584992937,2.7985246256713476
1927-01-27,False,-0.7310847188499924,-1.5792445011007055,2.8113304834482866
1927-01-28,False,-0.4636977557575713,-1.2729652417950488,2.6427501294954743
1927-01-29,False,-0.2874145053017387,-1.0363059891244557,2.6426106343669535
1927-01-31,False,0.0634069569715451,-0.6388512479416173,2.5394928323936488
1927-02-01,False,0.0455264853042506,-0.6694821633777563,2.684733380783843
1927-02-02,False,0.0008137412020797,-0.7075131289318399,2.608664948983029
1927-02-03,False,-0.1875135956112855,-0.9547530722524024,2.6138058399793125
1927-02-04,False,-0.5797006517051403,-1.3975376236916,2.5504747915668404
1927-02-05,False,-0.50450181542049,-1.295108571806628,2.5471778841519903
1927-02-07,False,-0.667745960774681,-1.4810446290672423,2.4620949634475884
1927-02-08,False,-0.6258752050895489,-1.4253634861124904,2.4453531937537893
1927-02-09,False,-0.4145474239807992,-1.196959703845082,2.583048829968769
1927-02-10,False,-0.447564409638707,-1.23639260346031,2.4360216563469796
1927-02-11,False,-0.1127004553959226,-0.8402059620588761,2.4407503956273766
1927-02-14,False,-0.1420487867819276,-0.8593710298775444,2.5246336959439777
1927-02-15,False,-0.1915671861760846,-0.9030740961437295,2.4669967851428947
1927-02-16,False,-0.0176342972086675,-0.7123545257422993,2.417141166608762
1927-02-17,False,-0.2239429966792913,-0.974715246070907,2.392694869882216
1927-02-18,False,-0.313404962415922,-1.0878612056130106,2.3823184348519177
1927-02-19,False,-0.3887124044973538,-1.1900713800754603,2.5145912179908105
1927-02-21,False,0.0373061546239718,-0.7238096955755547,2.6254184573521977
1927-02-23,False,-0.1558901524421298,-0.9165708502164812,2.641099893878714
1927-02-24,False,-0.1809194119674547,-0.9739472394415563,2.710617059342249
1927-02-25,False,-0.2045041947800498,-0.9982246944072174,2.8233382420354327
1927-02-26,False,-0.0945942232155413,-0.8657387160774582,2.7245887152914383
1927-02-28,False,-0.0754722919165709,-0.8264704014308109,2.6882824862505315
1927-03-01,False,-0.0489728938590896,-0.8248326021268856,2.757127281327149
1927-03-02,False,0.1598109147209484,-0.49347034508685983,2.5683357316225375
1927-03-03,False,0.0517656870932614,-0.5818422344609933,2.4754891919567483
1927-03-04,False,-0.2058074935175762,-0.8864425185713701,2.396219902334732
1927-03-05,False,-0.2671894775778249,-0.9385081554490446,2.468384430909939
1927-03-07,False,-0.2615132926187561,-0.9243101284132809,2.440319764896769
1927-03-08,False,-0.3259634586388148,-1.0181690598856366,2.3341122072326037
1927-03-09,False,-0.2414319490959751,-0.912505006474141,2.3313816912665373
1927-03-10,False,-0.0473183787100322,-0.6643889742844687,2.3539735684617002
1927-03-11,False,-0.2789999398298508,-1.0048110039458373,2.509000573892935
1927-03-12,False,-0.0773841921748838,-0.7918966071271268,2.5240187844094306
1927-03-14,False,0.1240171787027317,-0.5606810066286161,2.459159548637993
1927-03-15,False,0.0140542114806845,-0.6607029395882023,2.4991063179408006
1927-03-16,False,-0.1321574356264508,-0.8543613189250049,2.4615428452838244
1927-03-17,False,-0.2500425206793947,-0.9863053909750062,2.549077677311681
1927-03-18,False,-0.1615766573305168,-0.8633984466967948,2.5595345228768083
1927-03-19,False,-0.1169202350267113,-0.8114230040378793,2.58442026341536
1927-03-21,False,-0.2891906041468634,-1.0151686821123946,2.5075638471794055
1927-03-22,False,-0.2777336032344349,-0.9332478728772909,2.390755801798921
1927-03-23,False,-0.4794744820008247,-1.1861380350946278,2.3585650849876787
1927-03-24,False,-0.3299004661033394,-0.998617780886679,2.3936239180573904
1927-03-25,False,-0.4489353347031316,-1.144243051367171,2.5176686056633617
1927-03-26,False,-0.3626038741916438,-1.042103859903321,2.544906778012481
1927-03-28,False,-0.5048758409635805,-1.2250428739154156,2.656907907723241
1927-03-29,False,-0.0718307695763204,-0.7328231829423326,2.5811934056891572
1927-03-30,False,0.0870043899658512,-0.5261162828851222,2.4594220021651783
1927-03-31,False,-0.0242670492574414,-0.633036226382001,2.6086234210850665
1927-04-01,False,0.0884304628484945,-0.5408804172462175,2.4916689291267193
1927-04-02,False,-0.2391848539080533,-0.930134370608193,2.6378984242375414
1927-04-04,False,-0.2153373484406266,-0.9120187317163954,2.539528224403613
1927-04-05,False,-0.4046608568962727,-1.1272968383483857,2.58106205988579
1927-04-06,False,-0.8847577048437147,-1.7339467486850115,2.492763599241435
1927-04-07,False,-1.4332346633104829,-2.4322208921720874,2.6565946789825228
1927-04-08,False,-1.2042743390604538,-2.166514411542041,2.7514082748609017
1927-04-09,False,-1.1050196813310016,-2.0698134654244558,2.7136191196848087
1927-04-11,False,-1.04974740910042,-2.0058416891649826,2.72671667480331
1927-04-12,False,-1.204780481068458,-2.201663630197977,2.6955025024493082
1927-04-13,False,-0.9553499853606776,-1.9102041000718943,2.791352935849967
1927-04-14,False,-0.93018141848477,-1.8906902313839107,2.825787700616578
1927-04-16,False,-0.9489903954646884,-1.9363398986851035,2.880662173653781
1927-04-18,False,-0.5553408161828518,-1.485179110895978,2.9376036891415804
1927-04-19,False,-1.1016838748687434,-2.122861326225838,2.997897238300986
1927-04-20,False,-1.2773030674684651,-2.358718055350243,3.141535726305401
1927-04-21,False,-0.6750638654536127,-1.6817648221492774,3.030700800756655
1927-04-22,False,-0.4720843797435286,-1.4319682039384543,3.0773872479009
1927-04-23,False,-0.4786048889334118,-1.422088362792378,3.012480022770043
1927-04-25,False,-0.4796239611996657,-1.2520702487962587,2.6185941184375263
1927-04-26,False,-0.6395986436874362,-1.4091643440556056,2.6181498432193733
1927-04-27,False,-0.5518327473422486,-1.328812913699698,2.577591148784661
1927-04-28,False,-0.2196766863797607,-0.898875939972191,2.5160758941770576
1927-04-29,False,-0.4994541519786951,-1.2082887641455293,2.5065496342821887
1927-04-30,False,-0.3069630688935104,-0.9766630524609894,2.4305646352760655
1927-05-02,False,-0.3920098544549225,-1.0715660253114705,2.520496891376208
1927-05-03,False,-0.5430506923050594,-1.2390032066969354,2.4375117722429924
1927-05-04,False,-0.6547740338123068,-1.3523775437776389,2.4947380068694702
1927-05-05,False,-0.1401841312609242,-0.7717983201078068,2.4313421188170037
1927-05-06,False,-0.2106072301120648,-0.8629863654165384,2.4313948545890076
1927-05-07,False,-0.2007761451807395,-0.8399249407972268,2.4021374056569615
1927-05-09,False,-0.1208416337452256,-0.7519119836910153,2.29787867600287
1927-05-10,False,-0.2780944788564368,-0.929796178271296,2.33322678581573
1927-05-11,False,-0.7550668712285405,-1.4648605964389725,2.330950941071395
1927-05-12,False,-0.8269038802303481,-1.610653664099548,2.4156557104836502
1927-05-13,False,-1.3347650819661263,-2.241903025882135,2.4169858574867567
1927-05-14,False,-1.1548516534022415,-2.0518886016743445,2.384788405415564
1927-05-16,False,-0.6794600434202764,-1.461391706172768,2.5190246009250528
1927-05-17,False,-0.4398172054937898,-1.1170124738287286,2.667044500320723
1927-05-18,False,-0.3020871232210641,-0.9528211843436877,2.7276300726988345
1927-05-19,False,-0.1775412685348063,-0.8303463314880548,2.5733920792584697
1927-05-20,False,-0.071562544799247,-0.7077892443308934,2.7368216578852715
1927-05-21,False,-0.1908665982276087,-0.8292751881260064,2.656004586628857
1927-05-23,False,-0.3565164499337601,-1.0180903398966596,2.6970434116266815
1927-05-24,False,-0.6693265306823444,-1.37415502755212,2.6765855522644526
1927-05-25,False,-0.7140195246991832,-1.4620644280633905,2.7374658373288208
1927-05-26,False,-0.5530089830781117,-1.3079130669893102,2.7180913705385823
1927-05-27,False,-0.707980491863198,-1.465987118887152,2.7295325750393733
1927-05-28,False,-0.2476743275035785,-0.9502495580595189,2.703173401762528
1927-05-31,False,-0.4430332322807572,-1.171839252503195,2.7431826317138124
1927-06-01,False,-0.1787758996775543,-0.8807735340814399,2.6401786190172025
1927-06-02,False,-0.4013071959965792,-1.2164520036864557,2.8522765161748396
1927-06-03,False,-0.4244624843584367,-1.1855650693489823,2.8483305638782657
1927-06-04,False,-0.5515535660626391,-1.3367049368749526,2.940231716706319
1927-06-06,False,-0.4228949133342596,-1.187277879205314,2.8566655239286005
1927-06-07,False,-0.4036365816840419,-1.1682592792921307,2.738451511912734
1927-06-08,False,-0.4309990766779046,-1.2051099132916014,2.867433042818458
1927-06-09,False,-0.6768574958545477,-1.4728829596792055,2.9914420951426086
1927-06-10,False,-0.3725281394936154,-1.1354078889924772,2.9040834122852415
1927-06-11,False,-0.2093594910674335,-0.9507914424830864,2.854750010704244
1927-06-14,False,0.0893429622875338,-0.49462745570822697,2.641466505467473
1927-06-15,False,0.0791897170525118,-0.483218683390546,2.6048996719207427
1927-06-16,False,0.0931724006537062,-0.4421002576139769,2.559451246770246
1927-06-17,False,0.1211700140822453,-0.40614811982534743,2.5727411124141026
1927-06-18,False,-0.012736262734275,-0.5403886303458746,2.612746929076472
1927-06-20,False,-0.2002007445010001,-0.7320324457672875,2.6092182468818867
1927-06-21,False,0.2089624291867918,-0.24349535131079372,2.4909737148095465
1927-06-22,False,0.086615480591645,-0.3751458057226409,2.5478840175575725
1927-06-23,False,0.1682581300667415,-0.26015856010977956,2.455516279127813
1927-06-24,False,0.2828378047390519,-0.111994847340582,2.469414124908052
1927-06-25,False,0.2335169261222792,-0.15966500992980243,2.4361257526046067
1927-06-27,False,0.4264078015604474,0.12166881104967932,2.29053036751084
1927-06-28,False,0.2057744815557639,-0.12760760922050907,2.32141907816805
1927-06-29,False,0.2132675032172767,-0.10901899010839805,2.308725602448746
1927-06-30,False,0.1466158129474991,-0.1873682230289694,2.279556565735068
1927-07-01,False,0.1695959230560244,-0.13727648851801322,2.27218089262154
1927-07-02,False,-0.006401970192479,-0.3308673134674361,2.185899355285203
1927-07-05,False,0.243564181973524,-0.018955879921372622,2.1321353020990705
1927-07-06,False,0.2396813813201795,-0.008689947441826823,2.097041213981509
1927-07-07,False,0.077460884564393,-0.2956224780593707,2.2739153149361213
1927-07-08,False,0.066441533957361,-0.3268271298319422,2.2904539331780605
1927-07-09,False,0.2271814620440758,-0.13370895187318868,2.3473897181623067
1927-07-11,False,0.2675625046144747,-0.13948135816161197,2.302726143753963
1927-07-12,False,-0.0099922228117964,-0.46568746450055026,2.4118425287849092
1927-07-13,False,0.1145318654033442,-0.3422305015915034,2.3610635836762417
1927-07-14,False,0.0081868891735939,-0.4627987030248006,2.3127925004253926
1927-07-15,False,0.1076507330948799,-0.3561100182011781,2.381143772219202
1927-07-16,False,0.1668168563032212,-0.2862077569768931,2.3994748728620294
1927-07-18,False,0.3218415867069394,-0.10546819701424821,2.3316167167454562
1927-07-19,False,0.1968233486464197,-0.2365487019720478,2.3843379600162318
1927-07-20,False,0.2476319821212649,-0.21545084797586597,2.3717496402045
1927-07-21,False,0.0924290619843668,-0.39755147467293867,2.445962200754178
1927-07-22,False,0.2539950379342198,-0.1992982128719415,2.483142354663369
1927-07-23,False,0.1947196217527387,-0.27343464822557373,2.4641108809669947
1927-07-25,False,0.328074058329029,-0.13677291835982547,2.562921855979843
1927-07-26,False,0.2712112946585706,-0.2354559131447621,2.601333029424413
1927-07-27,False,0.3003086095792132,-0.21114666766739212,2.642935781497289
1927-07-28,False,0.2709727659361263,-0.26537773517486,2.644769933618263
1927-07-29,False,-0.065007440237764,-0.7699276926339009,2.528233838611003
1927-07-30,False,-0.1389592156722855,-0.8783445840035239,2.5454881695690474
1927-08-01,False,-0.1554085828279124,-0.8935109929964755,2.535953205162189
1927-08-02,False,-0.3346291217412396,-1.0946482477963915,2.440360157748735
1927-08-03,False,-0.2900666767907891,-1.0279409791011025,2.4236650968849647
1927-08-04,False,-0.056938650709126,-0.7227676022256719,2.4475114453420943
1927-08-05,False,0.1872990536081318,-0.4311618992837098,2.40026302663712
1927-08-06,False,0.1313148683277374,-0.5018371993512046,2.391337826823776
1927-08-08,False,0.2942164429771756,-0.2500261216693086,2.3452121678712823
1927-08-09,False,0.2415875562472008,-0.2918667269428514,2.289545323027723
1927-08-10,False,0.3404559249243901,-0.2034277979916354,2.3921923247597983
1927-08-11,False,0.3601621706154472,-0.1267116373491994,2.306053928161261
1927-08-12,False,0.5102745351951408,0.15213966569584803,2.02533369650813
1927-08-13,False,0.3206962204244601,-0.02770411988722616,1.9987839075987182
1927-08-15,False,0.1512411083930939,-0.18347014095999475,1.944888100514663
1927-08-16,False,0.4205410116149785,0.10262487433559678,1.8439227154054711
1927-08-17,False,0.2514237961609108,-0.10376408649855531,1.9076111574266088
1927-08-18,False,0.1835476215640939,-0.19308923401112202,1.9061583930066415
1927-08-19,False,0.2782219012479611,-0.07320198573788456,1.9339665604684764
1927-08-20,False,0.4809048457993334,0.16355643439567308,1.8725252874197942
1927-08-22,False,0.4834367098669082,0.18531810342712773,1.8158608212823033
1927-08-23,False,0.4685503479698594,0.15860491416384467,1.827613606374802
1927-08-24,False,0.4807788199318976,0.08179832137372078,1.973802292871643
1927-08-25,False,0.121207577193262,-0.34632424713226,1.9659565288149785
1927-08-26,False,0.1467184889682037,-0.31148088217229375,1.949476803234586
1927-08-27,False,0.2012689022645345,-0.22404471829073566,1.9214410523029322
1927-08-29,False,0.2279097918002208,-0.19878737196382923,1.938724208306191
1927-08-30,False,0.3157627638067504,-0.12097148010072335,1.8782076132345882
1927-08-31,False,0.1447325973370123,-0.29530002451052983,1.8945572386482055
1927-09-01,False,0.1352876016696791,-0.295720377014722,1.8638870284525455
1927-09-02,False,-0.2692182190580675,-0.818254158064739,1.9459566444842336
1927-09-03,False,-0.2316843719147329,-0.7777770957790475,1.9734553043770329
1927-09-06,False,-0.2799130959086547,-0.8245713262164223,1.9286073779660398
1927-09-07,False,-0.24727125654585,-0.8606863790438757,2.1046079194020653
1927-09-08,False,-0.003476992677632,-0.5978248114801571,2.1254598166532244
1927-09-09,False,-0.0074263507908181,-0.5622965184158776,2.0448691989698364
1927-09-10,False,-0.0133493429697788,-0.5648170592717026,2.0350540735269558
1927-09-12,False,-0.177948192010606,-0.7529923609225574,2.102587618616102
1927-09-13,False,-0.1348516789531502,-0.6952554288586106,2.1027031160902
1927-09-14,False,-0.0239840275441958,-0.5927640842110763,2.0672639365298378
1927-09-15,False,-0.0840983323336217,-0.6799230005840187,2.0878615082600085
1927-09-16,False,-0.1212111053014845,-0.7346070034735748,2.0940869695207103
1927-09-17,False,-0.2652505843290692,-0.8890434099245669,2.1356114317281456
1927-09-19,False,-0.2662011559893443,-0.8878769610472635,2.128097609257438
1927-09-20,False,-0.2289802869339377,-0.904246695583566,1.9382897663475607
1927-09-21,False,-0.2548240592386998,-0.928460394394784,1.9119744298776051
1927-09-22,False,-0.1733784393530678,-0.7431025052348637,1.8777157990679427
1927-09-23,False,-0.1397580241478322,-0.6984377788986323,1.8844794281161412
1927-09-24,False,0.1315419764780318,-0.39713033704693745,1.7772965618069574
1927-09-26,False,0.0352296941530848,-0.4844039030757725,1.8305219531179233
1927-09-27,False,0.152875595104996,-0.3516208114166005,1.7583060815688403
1927-09-28,False,0.1089835109285807,-0.3937194522793123,1.7256579156529042
1927-09-29,False,0.2681255116410572,-0.1985411380137853,1.759534471511161
1927-09-30,False,0.2711334552274129,-0.15646421845623806,1.6824904957530704
1927-10-01,False,0.299245225012518,-0.10716991210140116,1.6478073521730494
1927-10-03,False,0.2134139225853061,-0.21337375266346426,1.624701492523316
1927-10-04,False,0.2002530019582086,-0.2211829311051459,1.6048204239369157
1927-10-05,False,0.4392812388843533,0.07212171968725355,1.5398889689202595
1927-10-06,False,0.1501427766763727,-0.2668781960539654,1.5565411862193481
1927-10-07,False,0.1476195354996024,-0.25036364065093264,1.5324336369570042
1927-10-08,False,0.2297851500331358,-0.09222268989575758,1.4893679261047912
1927-10-10,False,0.1312877025870759,-0.1921946531524389,1.5504851225628804
1927-10-11,False,-0.173861140333157,-0.5690934110244025,1.4625806988408332
1927-10-13,False,0.1112742078953954,-0.24690662071361624,1.4949893413684796
1927-10-14,False,0.1560799916829576,-0.1915420891548281,1.5266772655075325
1927-10-15,False,0.1651237029006915,-0.18926011539444335,1.5550797615503922
1927-10-17,False,0.0849570469780076,-0.24659063099771744,1.4701806187357707
1927-10-18,False,-0.0427013066593619,-0.3833520079218525,1.3788837639066358
1927-10-19,False,-0.2434083811057575,-0.6174711026322643,1.4286029352508047
1927-10-20,False,-0.0747231178314379,-0.40924825130153575,1.343651187193872
1927-10-21,False,0.2638048865158872,-0.0008279681105486673,1.4752238581490074
1927-10-22,False,0.1799959510646072,-0.10442553819298993,1.4705298950049401
1927-10-24,False,-0.3486831477173783,-0.8057646930526413,1.6745466099570412
1927-10-25,False,-0.1021250863257414,-0.4701370573539802,1.5798353877475106
1927-10-26,False,-0.2508801745634657,-0.7022904479111278,1.475338041681623
1927-10-27,False,-0.2380959588045428,-0.6792607088996039,1.4596276212901116
1927-10-28,False,-0.3064333473981739,-0.6773382512450856,1.4510921315380358
1927-10-29,False,-0.2837868590643294,-0.6413950834798332,1.4387171159688206
1927-10-31,False,-0.2851271796954641,-0.6222501110930314,1.4201918575421333
1927-11-01,False,-0.223807970027339,-0.5479911313562277,1.4446801191655045
1927-11-02,False,-0.4340533170912669,-0.7977701198973806,1.5162185168330478
1927-11-03,False,-0.2340392701108239,-0.5472466186526962,1.5801522792427813
1927-11-04,False,-0.2883050442067069,-0.6218390111421949,1.5594653466002133
1927-11-05,False,-0.095674122290656,-0.37620715315399544,1.4932138827081771
1927-11-07,False,0.1164619643904966,-0.13253651568478073,1.46899202191281
1927-11-09,False,0.0041962106326527,-0.2679129839596496,1.4557848269863953
1927-11-10,False,0.0993234918260501,-0.1569453141162958,1.486398493792356
1927-11-11,False,-0.0644897043864468,-0.3429683135905024,1.5547241384201655
1927-11-12,False,-0.0361687206720647,-0.30854297174617934,1.5578977705718096
1927-11-14,False,-0.0025468351987576,-0.2592391773153335,1.5336190962837288
1927-11-15,False,0.1386723262955276,-0.10721797004457222,1.4884667573113606
1927-11-16,False,-0.0892663277350992,-0.3630504253202191,1.6349549947533026
1927-11-17,False,0.2059621428441092,-0.037663198974692016,1.5210035603661312
1927-11-18,False,-0.1046239036790611,-0.4069469978789739,1.5628554370501666
1927-11-19,False,-0.1687192609459725,-0.46491466557011424,1.5059073745964098
1927-11-21,False,0.0116735740085033,-0.2609296403966275,1.469850852930035
1927-11-22,False,0.0608369003129173,-0.2059140461888901,1.491811172767229
1927-11-23,False,-0.0590173019769757,-0.34343024748486284,1.5848296562488744
1927-11-25,False,-0.4202380474355009,-0.7816673146895681,1.4423613580167045
1927-11-26,False,-0.4512801567847401,-0.8114480118641315,1.4468939179541462
1927-11-28,False,-0.3630336848612606,-0.69689596474231,1.4466261392155628
1927-11-29,False,-0.1739915106054103,-0.4594988755739755,1.5005809580416691
1927-11-30,False,0.1078373328167169,-0.12808855855948947,1.4522170142874973
1927-12-01,False,0.0331544766633282,-0.2153630994681366,1.4417701760046917
1927-12-02,False,-0.0864449217224067,-0.3748332424529786,1.433152824447196
1927-12-03,False,0.0763560985852127,-0.16929526375271434,1.5027751206387674
1927-12-05,False,-0.0937834930564056,-0.39748463650223326,1.599098437086535
1927-12-06,False,-0.035874969121211,-0.3531819231996569,1.6692965545089016
1927-12-07,False,0.0736054753447958,-0.23073452055969762,1.5813912740226328
1927-12-08,False,0.064465357957193,-0.2528398470199257,1.5991720586429932
1927-12-09,False,-0.07663338753641,-0.393018532593336,1.5202354988800695
1927-12-10,False,-0.0412725400483065,-0.3476838796236062,1.5316353622133039
1927-12-12,False,0.5038401463786538,0.2997395189944799,1.5954253895881167
1927-12-13,False,0.5622454809732651,0.3322231098604119,1.6497497992606274
1927-12-14,False,0.5344615178939969,0.29087900705613734,1.6644201730582102
