date,window,assets_used,mean_abs_corr,recession,h0_landscape_l1_z,neg_h1_landscape_l1_z,neg_beta1_z,neg_total_persistence_h0_z,neg_total_persistence_h1_z,composite_z
1926-10-11,60,49,0.2395307806659576,False,1.5495881592541272,-1.7803159718202708,-1.3722731411322653,-1.4076743238463696,-1.6674119441035593,-0.9356174443296675
1926-10-13,60,49,0.2407043945170787,False,1.549883333145758,-1.6256389968164133,-1.2650544275774895,-1.4075989643691913,-1.755415686930086,-0.9007649485094845
1926-10-14,60,49,0.2451548738272457,False,1.5115816135249232,-2.2566364746341168,-1.2647479712583565,-1.3741226606146792,-2.099037796025937,-1.0965926578016334
1926-10-15,60,49,0.2703090431078582,False,1.3258344524944063,-1.662836487001906,-0.44903774899386717,-1.2050399452661886,-1.5907214589569665,-0.7163602375449043
1926-10-16,60,49,0.2725700962922135,False,1.302624140143055,-1.389081343815236,-0.5023536476941209,-1.185490740760001,-1.4524726242994075,-0.645354843285142
1926-10-18,60,49,0.2751712812697909,False,1.2858258230565567,-1.1998715206794581,-0.5594846039072559,-1.1684059361687475,-1.3043225755517036,-0.5892517626501215
1926-10-19,60,49,0.2796852145884298,False,1.2373064735370654,-0.8205263157536979,-0.5592070630058592,-1.1277878518125877,-0.984339864311211,-0.45091092426925794
1926-10-20,60,49,0.2785473175882084,False,1.255123834869134,-0.9093609014329704,-0.28751399433366487,-1.1453179166190326,-1.0093953673305551,-0.41929286896941775
1926-10-21,60,49,0.299159275639547,False,1.1124488219423938,-0.698619477852047,-0.12440867556396906,-1.0225968571684088,-0.8393647650468428,-0.3145081907377748
1926-10-22,60,49,0.2925749795929144,False,1.1617889442038207,-0.8888476616554282,-0.4001486571694623,-1.06387338088674,-1.0791400621477103,-0.4540441635311039
1926-10-23,60,49,0.2950553214268523,False,1.1368549268299177,-0.6759420306265667,-0.3449092945747589,-1.0458726026090372,-0.6849096272221857,-0.32295572564052616
1926-10-25,60,49,0.295648859187316,False,1.1227865539618072,-0.921155761871612,-0.6178178155467683,-1.034000830136256,-0.8083238433451218,-0.45170233938759025
1926-10-26,60,49,0.2964927671430414,False,1.099329018555672,-1.0283615209488626,-0.6165762822308086,-1.0115248049085555,-0.945290506276109,-0.5004848191617328
1926-10-27,60,49,0.2995825516006148,False,1.0873679802820857,-0.7208005863983714,-0.4534495711958102,-1.0030003289239775,-0.5251490833795514,-0.323006317923125
1926-10-28,60,49,0.3006336416839456,False,1.0863018781431435,-0.8765154813316469,-0.616171988915426,-0.9971184851423669,-0.7023888453181714,-0.42117858451289364
1926-10-29,60,49,0.2994613080402498,False,1.1082509478272278,-0.9712361906415363,-0.7251669484263755,-1.0179462456917123,-0.8105624557798864,-0.4833321785424564
1926-10-30,60,49,0.3011389355349232,False,1.1051175355781258,-0.9456172586308529,-0.6128138501512044,-1.0130155623896242,-0.8956051048265848,-0.47238684808402825
1926-11-01,60,49,0.301169259350064,False,1.1014449154139878,-0.9037586897463885,-0.3935370216709141,-1.0123639923126528,-0.6711036423771939,-0.37586368613863236
1926-11-03,60,49,0.3007484279117037,False,1.1267468205726574,-0.9100225260143098,-0.5606059812813113,-1.0342892823519532,-0.7977394075549311,-0.43518207532596953
1926-11-04,60,49,0.3016872991481321,False,1.120561046494996,-1.1323852094276865,-0.5619245331110936,-1.0298841507131928,-0.8829670941401571,-0.4973199881794269
1926-11-05,60,49,0.3023415659532351,False,1.1178669499985623,-0.9547971684884203,-0.39663435661238877,-1.0336852482112886,-0.7469601507131716,-0.40284199480534133
1926-11-06,60,49,0.3042434452311923,False,1.1127331138912195,-0.6432995653426776,-0.3405653068117702,-1.0332485993484681,-0.5558457336356555,-0.2920452182494704
1926-11-08,60,49,0.3026505858869694,False,1.11946376898642,-0.6947113392226956,-0.5602240064528549,-1.0398411741605762,-0.5644941467103612,-0.3479613795120136
1926-11-09,60,49,0.3024865721291627,False,1.1088426644808624,-0.6938235790738938,-0.45121692722973317,-1.0409104997512266,-0.6415979047362913,-0.3437412492620565
1926-11-10,60,49,0.3055345493966484,False,1.0648285668542556,-0.6611680580913694,-0.397531711670034,-1.007793772548206,-0.533148850432807,-0.3069627651776322
1926-11-11,60,49,0.3078150950013507,False,1.0520669112605383,-0.7166347810338917,-0.34251628180622073,-0.995892903460477,-0.5272389255131201,-0.30604319611063424
1926-11-12,60,49,0.309961692274133,False,1.0570705856106872,-1.0034741829013385,-0.7224092176943296,-0.9970145584882101,-0.7291331036740045,-0.47899209542943905
1926-11-13,60,49,0.3089899223459805,False,1.0329455467538897,-0.8793321191511956,-0.6160055077434299,-0.9758383538040458,-0.4955449031048766,-0.38675506740993154
1926-11-15,60,49,0.3066277037419243,False,1.0688593182568615,-1.0325072679926377,-0.614609077758655,-1.0047991837284038,-0.5788729659557346,-0.43238583543571396
1926-11-16,60,49,0.3059556424416493,False,1.0563467294598856,-1.2425438366630788,-0.776425540376311,-0.995332118476344,-0.63255452095287,-0.5181018574017437
1926-11-17,60,49,0.3061440440615299,False,1.0310901935627323,-1.0340485561567552,-0.7760470854406023,-0.9771334186380475,-0.574134393778091,-0.46605465209015257
1926-11-18,60,49,0.305221635026575,False,1.0159978628350401,-1.568960974119262,-0.9400544024941343,-0.9593775989319854,-0.8344217852021638,-0.6573633795825009
1926-11-19,60,49,0.3048910676411488,False,1.004985769620507,-1.4507650804664105,-0.887417689114017,-0.9486705772670353,-0.6101377774702249,-0.5784010709394363
1926-11-20,60,49,0.3073400060945172,False,0.9950451143462725,-1.3535449107438835,-0.7224504818208921,-0.9398603376451782,-0.6220257070451322,-0.5285672645817627
1926-11-22,60,49,0.3050694347259646,False,1.0178330645156235,-1.38829863663867,-0.9404403847884302,-0.9602117709388927,-0.7471247821288538,-0.6036485019958447
1926-11-23,60,49,0.3020753375148294,False,1.0336257731975418,-1.3177350347336607,-0.7234266840871414,-0.9777706372805316,-0.6736246168276782,-0.531786239946294
1926-11-24,60,49,0.3021689966792047,False,1.0430838605334138,-1.2083207735030839,-0.5578875631782678,-0.9850201178895388,-0.6391540763936654,-0.4694597340862285
1926-11-26,60,49,0.2980795153702554,False,1.0791838392318718,-0.9134804041951448,-0.8292576673097642,-1.0124485271757646,-0.4610522821357865,-0.4274110083169177
1926-11-27,60,49,0.2987965531148338,False,1.0707816046717198,-0.8416788712378069,-0.6150592355948028,-1.0031076141310944,-0.37284214733080556,-0.35238125272455806
1926-11-29,60,49,0.2981857265014934,False,1.077266583918933,-0.9850864300342422,-0.613858311699282,-1.0056398549753156,-0.5418460859152381,-0.4138328197410289
1926-11-30,60,49,0.2884628713352032,False,1.1607960949735578,-0.9147490779164166,-0.6162150953246371,-1.0799146699024336,-0.6825705186645876,-0.42653065336690343
1926-12-01,60,49,0.2871430305045804,False,1.1676456807845623,-0.9074225567643847,-0.9935097147785454,-1.0869187826337412,-0.6422391216756289,-0.49248889901354753
1926-12-02,60,49,0.2836225330359269,False,1.1923594930168278,-1.0319022574530141,-0.6675189501688796,-1.105069528950929,-0.8306663035301091,-0.4885595094172208
1926-12-03,60,49,0.2844059472814718,False,1.2043172606436454,-0.9363672070569606,-0.6693829418728489,-1.117252483792813,-0.8383130977635183,-0.4713996939684989
1926-12-04,60,49,0.2833141000491184,False,1.225211393162907,-1.0130245303406094,-0.7779688718207036,-1.1340021661693547,-0.9045900476496959,-0.5208748445634913
1926-12-06,60,49,0.2800722516628287,False,1.2327040402263072,-0.6005840628373209,-0.3994755643300356,-1.1403503790679603,-0.5603768257166047,-0.2936165583451228
1926-12-07,60,49,0.2780425791555664,False,1.2281361753475346,-0.29890396287311355,-0.12585310806829397,-1.1367520525169224,-0.34692551868923155,-0.13605969336000528
1926-12-08,60,49,0.2780906234853387,False,1.2250920339973579,-0.22469501046691587,-0.3425942473999388,-1.1347522342992526,-0.25865575053413103,-0.14712104174057608
1926-12-09,60,49,0.2760894054972213,False,1.2408188508117846,-0.5022396027035916,-0.3934719484943593,-1.1487969311210886,-0.5227409283947441,-0.26528611198039975
1926-12-10,60,49,0.2767989610371721,False,1.2438431313753475,-0.5121311727220441,-0.34134858601374934,-1.1531911468621063,-0.6139706281736735,-0.27535968047924514
1926-12-11,60,49,0.2773407588071713,False,1.2536213442633963,-0.5992577141376686,-0.6127736423791681,-1.1619166894710464,-0.6768243233157828,-0.3594302050080539
1926-12-13,60,49,0.2775629375524447,False,1.2375247089632955,-0.6311078362354701,-0.6675134780352336,-1.1505788637748449,-0.620905601332036,-0.36651621408285784
