date,window,assets_used,mean_abs_corr,h0_landscape_l1,h1_landscape_l1,beta1,total_persistence_h0,total_persistence_h1,recession,h0_landscape_l1_z,neg_h1_landscape_l1_z,neg_beta1_z,neg_total_persistence_h0_z,neg_total_persistence_h1_z,composite_z
1926-09-13,60,49,0.25626906272223415,9.533342637684488,0.0018213372851336729,3,40.661099284887314,0.21785563230514526,False,1.458215367513901,-0.043056482093326236,-0.4658300101047413,-1.133981585555671,-0.29473308229941925,-0.09587715850785133
1926-09-14,60,49,0.26041804343019975,9.490450242631914,0.0018777275817649652,2,40.52207747101784,0.23883360624313354,False,1.4370685240406105,-0.06563939411605905,0.141804461330053,-1.1100981678797055,-0.4111097821133764,-0.0015948717476954922
1926-09-15,60,49,0.2604184748982401,9.466800453344838,0.0018099255423198457,2,40.475375294685364,0.2469874620437622,False,1.4254086857029034,-0.038486362775179174,0.141804461330053,-1.1020749120130233,-0.4563438372056888,-0.005938392992186981
1926-09-16,60,49,0.2617385490727989,9.45323104951859,0.002347274997545057,3,40.442744344472885,0.31993377208709717,False,1.418718687198791,-0.253681461892292,-0.4658300101047413,-1.096469039154682,-0.8610183234808458,-0.25165602948675403
1926-09-17,60,49,0.2747039514858901,9.200392543209315,0.0023355134043967496,4,39.88174217939377,0.28754687309265137,False,1.294064041302026,-0.24897123621193964,-1.0734644815395356,-1.0000910057168133,-0.6813498562912536,-0.34196250769150327
1926-09-18,60,49,0.27575419693497627,9.16012625608445,0.002789641517688679,5,39.77062937617302,0.32965362071990967,False,1.274211923693849,-0.4308382566423702,-1.6810989529743299,-0.9810022496820225,-0.9149398275270272,-0.5467334726263802
1926-09-20,60,49,0.2799488206233812,9.105595889931067,0.0029694761925638247,6,39.65200290083885,0.3317696452140808,False,1.2473273182486795,-0.5028575735098846,-2.288733424409124,-0.9606226734200297,-0.9266786135549381,-0.6863129933290594
1926-09-21,60,49,0.2771152384131964,9.135006508721084,0.0043542023014611075,5,39.735178768634796,0.358090341091156,False,1.2618273654305348,-1.0574059579114548,-1.6810989529743299,-0.9749119704435639,-1.0726944171799941,-0.7048567866157616
1926-09-22,60,49,0.27730090788105777,9.14204800637076,0.0046887356379397005,4,39.76462456583977,0.3336998224258423,False,1.2652989703253592,-1.1913782431747146,-1.0734644815395356,-0.9799706461569192,-0.937386399474823,-0.5833801600041266
1926-09-23,60,49,0.2751687949662775,9.137215554008892,0.0064073224278660135,4,39.75279289484024,0.4545198082923889,False,1.2629164707339207,-1.8796295310531994,-1.0734644815395356,-0.9779380101811606,-1.6076432731024395,-0.8551517650284829
1926-09-24,60,49,0.27572046662200494,9.12599280532054,0.005914309971991827,5,39.69481533765793,0.4364774227142334,False,1.2573834220533382,-1.6821902980249435,-1.6810989529743299,-0.9679776868658757,-1.5075519441417158,-0.9162870919907053
1926-09-25,60,49,0.27308014101630973,9.16533361684576,0.0056289612578348525,4,39.75820949673653,0.41426461935043335,False,1.2767792609291193,-1.5679152313456357,-1.0734644815395356,-0.9788685617390254,-1.3843249463040346,-0.7455587919998223
1926-09-27,60,49,0.27141202026569994,9.189416995730296,0.006954571056038361,5,39.79858860373497,0.4331852197647095,False,1.2886528679626033,-2.0987890028570653,-1.6810989529743299,-0.9858055383974638,-1.4892882302332167,-0.9932657712998945
1926-09-28,60,49,0.2707559503651085,9.175586029691237,0.005304775091155456,4,39.77222058176994,0.3282948136329651,False,1.2818339138437234,-1.4380867303718496,-1.0734644815395356,-0.981275612737948,-0.9074017552169997,-0.6236789332045218
1926-09-29,60,49,0.2732832796189931,9.07793137407763,0.003457397819499164,3,39.587000384926796,0.2683902978897095,False,1.233688136155912,-0.6982580560984952,-0.4658300101047413,-0.9494554889738981,-0.5750774865930931,-0.2909865811228632
1926-09-30,60,49,0.26944220538561414,9.183859056851421,0.0030234424582546993,3,39.80163496732712,0.2950509190559387,False,1.2859126884188492,-0.5244697213987494,-0.4658300101047413,-0.986328892049952,-0.7229790482733356,-0.2827389966815858
1926-10-01,60,49,0.2662916438341383,9.227894926614578,0.0044375118123021196,2,39.90284205973148,0.3116499185562134,False,1.307623288723408,-1.0907693460539365,0.141804461330053,-1.0037158847267482,-0.8150630973700587,-0.29202411561945646
1926-10-02,60,49,0.25930233664279156,9.284285525129572,0.0022974267933024706,3,40.076677680015564,0.2823353409767151,False,1.3354250274395625,-0.23371849524464264,-0.4658300101047413,-1.0335801816356005,-0.6524385367129208,-0.21002843925166856
1926-10-04,60,49,0.27627946157757327,8.826474714349946,0.0014545571450366168,2,39.03802937269211,0.25548994541168213,False,1.1097147693840173,0.10382984641201126,0.141804461330053,-0.8551443617323234,-0.5035119268175147,-0.0006614422847512902
1926-10-05,60,49,0.2901959807836998,8.687769035557062,0.0016247876434087871,2,38.71268120408058,0.22903972864151,False,1.0413299828806215,0.03565676348853204,0.141804461330053,-0.7992507865819157,-0.35677759745970045,0.012552564731518102
1926-10-06,60,49,0.29604381681147346,8.568793036333641,0.0016561414747133796,2,38.49624791741371,0.22623658180236816,False,0.9826723390355501,0.02310033346020874,0.141804461330053,-0.7620683729694733,-0.34122695471423914,0.008856361228419884
1926-10-07,60,49,0.29634245915705504,8.5684198812374,0.0021379648937012163,2,38.531530290842056,0.2613268494606018,False,0.9824883658066874,-0.16985796843771978,0.141804461330053,-0.7681297502291579,-0.5358925386131044,-0.0699174860286483
1926-10-08,60,49,0.2907671891630399,8.70096843699354,0.0026314828042188765,3,38.8490948677063,0.32406067848205566,False,1.0478375625057783,-0.3674996234858433,-0.4658300101047413,-0.8226861339881908,-0.8839126100361681,-0.29841816302183305
1926-10-09,60,49,0.29765299838672293,8.594722580651782,0.0033374711308997718,2,38.570393204689026,0.31825578212738037,False,0.9954561440517392,-0.6502303985118378,0.141804461330053,-0.774806250683854,-0.8517095630443018,-0.2278971213716403
1926-10-11,60,49,0.3068833604647013,8.42474831002349,0.0018665361951140103,3,38.20957985520363,0.22362414002418518,False,0.9116552909854228,-0.061157521963418976,-0.4658300101047413,-0.7128198926514766,-0.3267342609250411,-0.13097727893185102
