date,window,assets_used,mean_abs_corr,h0_landscape_l1,h1_landscape_l1,beta1,total_persistence_h0,total_persistence_h1,recession,h0_landscape_l1_z,neg_h1_landscape_l1_z,neg_beta1_z,neg_total_persistence_h0_z,neg_total_persistence_h1_z,composite_z
1926-09-13,60,40,0.21911849035239425,10.133363037887765,0.00156361731723198,4,39.24114018678665,0.2385733723640442,False,1.9953840664010885,0.004110253522666235,-1.10934494586874,-1.6033337018839782,-0.5228513633000863,-0.24720713822580995
1926-09-14,60,40,0.22270199986980102,10.08146210804399,0.002425011220737794,3,39.120372265577316,0.27891653776168823,False,1.970588994688503,-0.4056690560261199,-0.45244670901884104,-1.5821976526613826,-0.7852347167470264,-0.25099182795297337
1926-09-15,60,40,0.22299087096977924,10.064441178761138,0.002618142066636686,3,39.08067122101784,0.3176538348197937,False,1.9624574416806182,-0.49754458981260546,-0.45244670901884104,-1.5752494231680298,-1.0371738446115335,-0.31999142498607835
1926-09-16,60,40,0.22364805088219752,10.051085972641115,0.003038766684111849,2,39.05816173553467,0.3921041488647461,False,1.9560771457113726,-0.6976426687828511,0.20445152783105802,-1.5713099532460222,-1.5213828270190768,-0.3259613551011039
1926-09-17,60,40,0.23837443330393862,9.778947845357953,0.002643353207282928,3,38.494917303323746,0.3477663993835449,False,1.8260662884487833,-0.5095379458892016,-0.45244670901884104,-1.4727344215621774,-1.2330195496584146,-0.3683344675359703
1926-09-18,60,40,0.23937361195787216,9.740726775607007,0.0034147893689446818,3,38.39959970116615,0.4150071144104004,False,1.8078066124033048,-0.8765228716010489,-0.45244670901884104,-1.4560525286322614,-1.6703388359122073,-0.5295108665522108
1926-09-20,60,40,0.24282826713095157,9.66951212757496,0.002893502474172749,4,38.24832201004028,0.36168158054351807,False,1.7737846341794805,-0.6285380844472451,-1.10934494586874,-1.4295768495454724,-1.323520923573627,-0.5434392338511207
1926-09-21,60,40,0.23991115920682865,9.728360152421086,0.0036234567229529446,4,38.38297885656357,0.3762344717979431,False,1.8018986005495594,-0.9757893789478832,-1.10934494586874,-1.4531436519527297,-1.418169828091855,-0.6309098408623297
1926-09-22,60,40,0.2406150726348574,9.706056272872438,0.004106481561948705,3,38.34715873003006,0.36726969480514526,False,1.7912431788732572,-1.205572274105395,-0.45244670901884104,-1.446874636555342,-1.3598648282959878,-0.5347030538204617
1926-09-23,60,40,0.24050947406495712,9.666261815383864,0.005125345167084738,4,38.27312183380127,0.3968943953514099,False,1.7722318349500814,-1.6902625220138108,-1.10934494586874,-1.4339171602047518,-1.5525375697027453,-0.8027660725679933
